横坐标(米),纵坐标(米),角度代价,GDOP(米每弧度),第二次检测耗时(秒),条件接收采样覆盖率,1000米采样覆盖率,离散源采样最坏一阶误差(米),统计位置RMS(米),是否折中点
671.6939643523837,-304.67559510498825,0.8777257062234797,3945.9197402105387,152.5127113166862,1.0,0.8617886178861789,93.66682230695642,39.76170397840625,0
680.7570422227502,-300.4494124875813,0.8757728918438801,3905.685665420528,153.8220413782851,1.0,0.8699186991869918,92.60043392120414,39.35627876021363,0
689.8201200931167,-296.22322987017424,0.873774834173598,3865.7417175770183,155.14659503298768,1.0,0.8768873403019745,91.5416472626349,38.95377705352716,0
698.8831979634832,-291.9970472527673,0.8717302200125759,3826.0879902073716,156.4859729479928,1.0,0.8815331010452961,90.50225130870608,38.5541998007906,0
707.9462758338497,-287.7708646353603,0.8696376924965807,3786.7245945752293,157.8397853963424,1.0,0.8885017421602788,89.47681117986895,38.15754812317015,0
717.0093537042162,-283.5446820179533,0.8674958495751233,3747.6516608090433,159.2076522096099,1.0,0.8954703832752613,88.45787632935122,37.76382333192641,0
726.0724315745827,-279.3184994005463,0.8653032424420964,3708.8693390813673,160.58920271021378,1.0,0.9024390243902439,87.44547228912361,37.3730269402976,0
735.1355094449492,-275.09231678313927,0.8630583739186576,3670.3778008407207,161.98407562552325,1.0,0.908246225319396,86.43962516632648,36.9851606759127,0
744.1985873153156,-270.8661341657323,0.8607596967880271,3632.177240097911,163.39191898578665,1.0,0.9152148664343787,85.44036166051218,36.60022649375327,0
816.7032102782476,-237.05667322647633,0.8402295899850774,3337.079789684433,175.08233300375437,1.0,0.967479674796748,77.6866777404342,33.62662889404712,0
